id,model,topic,difficulty,format_pass,followup_valid,three_bullets,content_precision,content_recall,content_f1,key_term_recall,unsupported_rate,content_alignment,word_count,boilerplate,grammar_flag_count,grammar_flags,summary_opening
codex_0414,lora,evaluation_metrics,intro,True,True,True,0.9102564102564102,0.8987341772151899,0.9044585987261147,0.8679245283018868,0.07692307692307693,0.8981178297726788,127,True,0,,pairwise win rate uses targeted modeling
codex_0368,base,theory_generalization,intermediate,True,True,True,0.38636363636363635,0.2361111111111111,0.2931034482758621,0.2962962962962963,0.5454545454545454,0.3181179612214095,70,False,0,,sharpness-aware minimization technique used find flatter
codex_0368,lora,theory_generalization,intermediate,True,True,True,0.8918918918918919,0.9166666666666666,0.9041095890410958,0.9074074074074074,0.06756756756756757,0.9091824701413742,122,True,0,,sharpness-aware minimization becomes useful seek flater
codex_0356,base,data_preprocessing,advanced,True,True,True,0.43243243243243246,0.22857142857142856,0.29906542056074764,0.21739130434782608,0.4864864864864865,0.3108141054504321,57,False,0,,data augmentation crucial increasing coverage robustness
codex_0356,lora,data_preprocessing,advanced,True,True,True,0.8904109589041096,0.9285714285714286,0.9090909090909091,0.9347826086956522,0.0821917808219178,0.9168214305051708,120,True,0,,data augmentation connects concrete technical mechanism
codex_0065,base,training_optimization,advanced,True,True,True,0.19402985074626866,0.1625,0.17687074829931973,0.16981132075471697,0.7313432835820896,0.18887378663095764,103,False,0,,gradient accumulation allows multiple mini-batches processed
codex_0065,lora,training_optimization,advanced,True,True,True,0.6578947368421053,0.625,0.6410256410256411,0.5660377358490566,0.25,0.6386248185776489,122,True,0,,gradient accumulation uses targeted modeling mechanism
codex_0230,base,safety_robustness,advanced,True,True,True,0.4878048780487805,0.25,0.3305785123966942,0.3148148148148148,0.5121951219512195,0.35022154284903734,70,False,0,,malicious instructions within user retrieved text
codex_0230,lora,safety_robustness,advanced,True,True,True,0.5512820512820513,0.5375,0.5443037974683544,0.5185185185185185,0.358974358974359,0.5523657542644884,126,True,0,,prompt injection uses targeted modeling mechanism
codex_0496,base,theory_generalization,intermediate,True,True,True,0.2926829268292683,0.16666666666666666,0.21238938053097342,0.21568627450980393,0.6341463414634146,0.23623324572652282,68,False,0,,out-of-distribution generalization measures robustness testing against
codex_0496,lora,theory_generalization,intermediate,True,True,True,0.9041095890410958,0.9166666666666666,0.9103448275862068,0.9019607843137255,0.0958904109589041,0.9073135309863198,120,True,0,,out-of-distribution generalization useful measure robustness beyond
codex_0485,base,alignment_preference_learning,intermediate,True,True,True,0.4090909090909091,0.23376623376623376,0.2975206611570248,0.25,0.4090909090909091,0.3296487603305785,74,False,0,,rejection sampling fine-tuning improves data quality
codex_0485,lora,alignment_preference_learning,intermediate,True,True,True,0.9054054054054054,0.8701298701298701,0.8874172185430463,0.8214285714285714,0.0945945945945946,0.8736182847937813,120,True,0,,rejection sampling fine-tuning uses targeted modeling
codex_0140,base,evaluation_metrics,intermediate,True,True,True,0.39622641509433965,0.2625,0.3157894736842105,0.2807017543859649,0.49056603773584906,0.33606421714664014,74,False,0,,latency percentiles provide insights service reliability
codex_0140,lora,evaluation_metrics,intermediate,True,True,True,0.891566265060241,0.925,0.9079754601226994,0.9122807017543859,0.0963855421686747,0.908397620186915,124,True,0,,latency percentiles useful show whether serving
codex_0489,base,safety_robustness,intermediate,True,True,True,0.20454545454545456,0.1125,0.14516129032258066,0.12280701754385964,0.6818181818181818,0.16552580130678604,74,False,0,,prompt injection detection crucial ensuring adhere
codex_0489,lora,safety_robustness,intermediate,True,True,True,0.9146341463414634,0.9375,0.925925925925926,0.9122807017543859,0.08536585365853659,0.9208208529453716,135,True,0,,prompt injection useful test whether follows
codex_0029,base,alignment_preference_learning,intermediate,False,True,False,0.3888888888888889,0.2727272727272727,0.32061068702290074,0.21818181818181817,0.5555555555555556,0.3135785334258616,77,False,0,,preference data margins improve dpo training
codex_0029,lora,alignment_preference_learning,intermediate,True,True,True,0.9324324324324325,0.8961038961038961,0.9139072847682119,0.8727272727272727,0.06756756756756757,0.9063910539076101,120,True,0,,preference data margins useful reduce noisy
codex_0353,base,training_optimization,intermediate,True,True,True,0.2916666666666667,0.17073170731707318,0.21538461538461542,0.16666666666666666,0.6041666666666666,0.23027243589743593,71,False,0,,adamw weight decay benefits decoupling parameter
codex_0353,lora,training_optimization,intermediate,True,True,True,0.9259259259259259,0.9146341463414634,0.9202453987730062,0.9259259259259259,0.06172839506172839,0.924369461486026,131,True,0,,weight decay adamw becomes useful regularize
codex_0412,base,systems_deployment,advanced,True,True,True,0.4878048780487805,0.29850746268656714,0.3703703703703703,0.34782608695652173,0.3902439024390244,0.4006421585954989,66,False,0,,tensor parallel inference evaluates splitting weights
codex_0412,lora,systems_deployment,advanced,True,True,True,0.7681159420289855,0.7910447761194029,0.7794117647058824,0.8260869565217391,0.14492753623188406,0.8024296675191817,126,True,0,,tensor parallel inference uses targeted modeling
codex_0393,base,alignment_preference_learning,intermediate,True,True,True,0.3076923076923077,0.16216216216216217,0.21238938053097345,0.16666666666666666,0.6410256410256411,0.22294644883140458,59,False,0,,reward modeling plays crucial role reinforcement
codex_0393,lora,alignment_preference_learning,intermediate,True,True,True,0.9315068493150684,0.918918918918919,0.9251700680272108,0.8888888888888888,0.0547945205479452,0.9191050849563569,132,True,0,,rlhf reward modeling useful turn qualitative
codex_0131,base,data_preprocessing,intro,True,True,True,0.2692307692307692,0.208955223880597,0.23529411764705882,0.25,0.6153846153846154,0.26136877828054295,85,False,0,,data typically divided three subsets training
codex_0131,lora,data_preprocessing,intro,True,True,True,0.8571428571428571,0.8955223880597015,0.8759124087591241,0.875,0.12857142857142856,0.8750117309697601,115,True,0,,train-validation-test splits uses targeted modeling mechanism
codex_0468,base,systems_deployment,advanced,True,True,True,0.4,0.20588235294117646,0.27184466019417475,0.2222222222222222,0.45714285714285713,0.3000909231006318,65,False,0,,speculative decoding vulnerable divergence between draft
codex_0468,lora,systems_deployment,advanced,True,True,True,0.890625,0.8382352941176471,0.8636363636363636,0.8888888888888888,0.078125,0.8786852904040404,114,True,0,,speculative decoding connects concrete technical mechanism
codex_0342,base,data_preprocessing,intermediate,True,True,True,0.5428571428571428,0.25675675675675674,0.3486238532110092,0.23076923076923078,0.42857142857142855,0.3525809053331989,48,False,0,,data deduplication reduces memory usage prevents
codex_0342,lora,data_preprocessing,intermediate,True,True,True,0.855072463768116,0.7972972972972973,0.8251748251748252,0.7692307692307693,0.13043478260869565,0.817847370021283,107,True,0,,data deduplication uses targeted modeling mechanism
codex_0493,base,systems_deployment,intro,False,True,False,0.375,0.3380281690140845,0.35555555555555557,0.2765957446808511,0.4375,0.3668572695035461,92,False,0,,low-rank adapter lora adapter merging simplifies
codex_0493,lora,systems_deployment,intro,True,True,True,0.9142857142857143,0.9014084507042254,0.9078014184397163,0.8936170212765957,0.07142857142857142,0.907370820668693,117,True,0,,lora adapter merging uses targeted modeling
codex_0273,base,data_preprocessing,advanced,True,True,True,0.3333333333333333,0.18571428571428572,0.23853211009174316,0.21739130434782608,0.5641025641025641,0.2628517075266178,66,False,0,,data augmentation involves transforming input data
codex_0273,lora,data_preprocessing,advanced,True,True,True,0.9027777777777778,0.9285714285714286,0.9154929577464788,0.9347826086956522,0.08333333333333333,0.9204914268218003,121,True,0,,data augmentation connects concrete technical mechanism
codex_0384,base,data_preprocessing,intro,True,True,True,0.25925925925925924,0.21875,0.23728813559322032,0.2,0.5925925925925926,0.2534839924670433,85,False,0,,weak supervision allows scalable data collection
codex_0384,lora,data_preprocessing,intro,True,True,True,0.8571428571428571,0.9375,0.8955223880597014,0.9333333333333333,0.12857142857142856,0.9013610518834397,116,True,0,,weak supervision uses targeted modeling mechanism
codex_0073,base,evaluation_metrics,intro,True,True,True,0.2549019607843137,0.15853658536585366,0.19548872180451124,0.19230769230769232,0.6470588235294118,0.21831133263021807,74,False,0,,expected calibration error ece measures well
codex_0073,lora,evaluation_metrics,intro,True,True,True,0.8928571428571429,0.9146341463414634,0.9036144578313253,0.9038461538461539,0.07142857142857142,0.9074159274460478,130,True,0,,expected calibration error uses targeted modeling
codex_0195,base,architectures,advanced,True,True,True,0.41818181818181815,0.27710843373493976,0.33333333333333337,0.32142857142857145,0.4909090909090909,0.3567207792207792,83,False,0,,rotary positional embeddings tested ability handle
codex_0195,lora,architectures,advanced,True,True,True,0.9146341463414634,0.9036144578313253,0.9090909090909091,0.875,0.06097560975609756,0.9050582039911308,133,True,0,,rotary positional embeddings connects concrete technical
codex_0405,base,alignment_preference_learning,intro,True,True,True,0.2807017543859649,0.24615384615384617,0.26229508196721313,0.2608695652173913,0.6491228070175439,0.2752260194320441,99,False,0,,helpful-harmless tradeoff involves balancing capabilities ability
codex_0405,lora,alignment_preference_learning,intro,True,True,True,0.8787878787878788,0.8923076923076924,0.8854961832061069,0.8695652173913043,0.10606060606060606,0.8827799233623992,116,True,0,,helpful-harmless tradeoff uses targeted modeling mechanism
codex_0379,base,training_optimization,intro,False,True,False,0.37777777777777777,0.21794871794871795,0.2764227642276423,0.21568627450980393,0.5111111111111111,0.29310856049736966,61,False,0,,gradient accumulation allows simulating larger batch
codex_0379,lora,training_optimization,intro,True,True,True,0.9466666666666667,0.9102564102564102,0.9281045751633987,0.8823529411764706,0.05333333333333334,0.9194509803921569,124,True,0,,gradient accumulation uses targeted modeling mechanism
codex_0219,base,architectures,advanced,False,True,False,0.4716981132075472,0.31645569620253167,0.37878787878787884,0.36538461538461536,0.5094339622641509,0.3922037867792585,82,False,0,,encoder-decoder transformers combine encoding decoding processes
codex_0219,lora,architectures,advanced,True,True,True,0.8961038961038961,0.8734177215189873,0.8846153846153846,0.8653846153846154,0.07792207792207792,0.8854270729270729,133,True,0,,encoder-decoder transformers connects production-focused modeling mechanism
codex_0126,base,architectures,intermediate,False,True,False,0.6129032258064516,0.2375,0.3423423423423424,0.2,0.3225806451612903,0.3570183086312119,55,False,0,,encoder-decoder transformers effective various nlp tasks
codex_0126,lora,architectures,intermediate,True,True,True,0.9,0.9,0.9,0.9090909090909091,0.1,0.9022727272727273,132,True,0,,encoder-decoder transformers useful fit translation summarization
codex_0038,base,safety_robustness,advanced,True,True,True,0.47058823529411764,0.3,0.36641221374045807,0.3333333333333333,0.39215686274509803,0.39435713216584345,88,False,0,,distribution shift assessed determine learned robust
codex_0038,lora,safety_robustness,advanced,True,True,True,0.9012345679012346,0.9125,0.9068322981366459,0.8703703703703703,0.09876543209876543,0.8968771566597653,135,True,0,,distribution shift connects concrete technical mechanism
codex_0122,base,alignment_preference_learning,intro,True,True,True,0.16363636363636364,0.140625,0.15126050420168066,0.15217391304347827,0.6909090909090909,0.17516341714551434,80,False,0,,self-critique loops balance capability reliability evaluating
codex_0122,lora,alignment_preference_learning,intro,True,True,True,0.8285714285714286,0.90625,0.8656716417910447,0.8913043478260869,0.05714285714285714,0.88365764345972,132,True,1,plural_subject_uses,self-critique loops uses targeted modeling mechanism
codex_0199,base,training_optimization,intermediate,True,True,True,0.44,0.2972972972972973,0.3548387096774193,0.23529411764705882,0.5,0.3467267552182163,77,False,0,,low-rank adapter dropout regularization helps prevent
codex_0199,lora,training_optimization,intermediate,True,True,True,0.9444444444444444,0.918918918918919,0.9315068493150684,0.8823529411764706,0.05555555555555555,0.9211590115498254,118,True,0,,low-rank adapter dropout useful regularize adapter
codex_0117,base,safety_robustness,advanced,True,True,True,0.48148148148148145,0.36619718309859156,0.416,0.375,0.48148148148148145,0.42112777777777777,86,False,0,,adversarial prompts used test behavior under
codex_0117,lora,safety_robustness,advanced,True,True,True,0.9305555555555556,0.9436619718309859,0.9370629370629372,0.9166666666666666,0.05555555555555555,0.9330710955710957,125,True,0,,adversarial prompts connects concrete technical mechanism
codex_0421,base,architectures,intermediate,True,True,True,0.3111111111111111,0.18181818181818182,0.22950819672131148,0.19642857142857142,0.6222222222222222,0.2434787275565964,69,False,0,,diffusion u-net backbones enable high-quality image
codex_0421,lora,architectures,intermediate,True,True,True,0.4936708860759494,0.5064935064935064,0.5,0.4642857142857143,0.379746835443038,0.5091094032549728,127,True,0,,diffusion u-net backbones connects concrete technical
codex_0371,base,safety_robustness,advanced,True,True,True,0.3829787234042553,0.2535211267605634,0.3050847457627119,0.2916666666666667,0.6170212765957447,0.3134143226349321,90,False,0,,evaluated contexts longer typical training examples
codex_0371,lora,safety_robustness,advanced,True,True,True,0.5,0.5211267605633803,0.5103448275862069,0.4791666666666667,0.3918918918918919,0.517214779434607,123,True,0,,robustness long inputs uses targeted modeling
codex_0043,base,theory_generalization,intro,False,True,False,0.2033898305084746,0.16216216216216217,0.18045112781954886,0.14583333333333334,0.7288135593220338,0.18540697612675755,98,False,0,,no-free-lunch theorem highlights single machine learning
codex_0043,lora,theory_generalization,intro,True,True,True,0.9305555555555556,0.9054054054054054,0.9178082191780821,0.8958333333333334,0.05555555555555555,0.9163099315068493,126,True,0,,no-free-lunch theorem uses targeted modeling mechanism
codex_0082,base,training_optimization,advanced,True,True,True,0.25,0.19230769230769232,0.2173913043478261,0.17647058823529413,0.6333333333333333,0.22955242966751918,100,False,0,,weight decay adamw evaluated determine effectively
codex_0082,lora,training_optimization,advanced,True,True,True,0.875,0.8974358974358975,0.8860759493670887,0.9019607843137255,0.1125,0.8902607656986845,131,True,0,,weight decay adamw connects concrete technical
codex_0242,base,evaluation_metrics,intermediate,True,True,True,0.37037037037037035,0.22988505747126436,0.2836879432624113,0.23728813559322035,0.5925925925925926,0.290645910966863,84,False,0,,expected calibration error ece measures well
codex_0242,lora,evaluation_metrics,intermediate,True,True,True,0.8690476190476191,0.8390804597701149,0.8538011695906432,0.7627118644067796,0.10714285714285714,0.8368872392846523,125,True,0,,expected calibration error uses targeted modeling
codex_0513,base,theory_generalization,intro,True,True,True,0.4117647058823529,0.3,0.34710743801652894,0.23404255319148937,0.5098039215686274,0.3403045128724956,83,False,0,,information bottleneck technique aims reduce dimensionality
codex_0513,lora,theory_generalization,intro,True,True,True,0.782608695652174,0.7714285714285715,0.7769784172661871,0.8297872340425532,0.10144927536231885,0.8084164675660027,123,True,0,,information bottleneck uses targeted modeling mechanism--representations
codex_0364,base,architectures,advanced,True,True,True,0.35185185185185186,0.24050632911392406,0.28571428571428575,0.28846153846153844,0.5740740740740741,0.30743284493284495,87,False,0,,encoder-decoder transformers evaluate effectiveness through ability
codex_0364,lora,architectures,advanced,True,True,True,0.8227848101265823,0.8227848101265823,0.8227848101265823,0.8269230769230769,0.16455696202531644,0.8257181110029211,133,True,0,,encoder-decoder transformers uses targeted modeling mechanism--an
codex_0333,base,systems_deployment,advanced,True,True,True,0.54,0.3375,0.4153846153846154,0.3508771929824561,0.36,0.4329500674763832,75,False,0,,throughput benchmarking measures tokens per second
codex_0333,lora,systems_deployment,advanced,True,True,True,0.6621621621621622,0.6125,0.6363636363636365,0.631578947368421,0.24324324324324326,0.6532264321738006,129,True,0,,throughput benchmarking uses targeted modeling mechanism
codex_0058,base,evaluation_metrics,advanced,True,True,True,0.2608695652173913,0.17142857142857143,0.20689655172413796,0.22,0.6304347826086957,0.23457271364317842,72,False,0,,ablation tables evaluate impact changing one
codex_0058,lora,evaluation_metrics,advanced,True,True,True,0.9027777777777778,0.9285714285714286,0.9154929577464788,0.9,0.08333333333333333,0.9117957746478872,123,True,0,,ablation tables connects concrete technical mechanism
codex_0436,base,evaluation_metrics,advanced,True,True,True,0.4666666666666667,0.35,0.4,0.37735849056603776,0.5,0.4093396226415094,89,False,0,,latency percentiles provide insights typical tail
codex_0436,lora,evaluation_metrics,advanced,True,True,True,0.8888888888888888,0.9,0.8944099378881988,0.8867924528301887,0.09876543209876543,0.8935292611256516,125,True,0,,latency percentiles connects concrete technical mechanism
codex_0095,base,alignment_preference_learning,intermediate,True,True,True,0.39215686274509803,0.23809523809523808,0.2962962962962963,0.20689655172413793,0.5294117647058824,0.3000901510029299,84,False,0,,direct preference optimization dpo aims optimize
codex_0095,lora,alignment_preference_learning,intermediate,True,True,True,0.6933333333333334,0.6190476190476191,0.6540880503144655,0.4827586206896552,0.29333333333333333,0.6191424853610931,133,True,0,,direct preference optimization uses targeted modeling
codex_0020,base,safety_robustness,advanced,True,True,True,0.2647058823529412,0.13636363636363635,0.18,0.17391304347826086,0.7352941176470589,0.1911841432225064,60,False,0,,uncertainty-aware refusal allows signal confidence levels
codex_0020,lora,safety_robustness,advanced,True,True,True,0.5882352941176471,0.6060606060606061,0.5970149253731343,0.5652173913043478,0.29411764705882354,0.605395655991144,120,True,0,,uncertainty-aware refusal uses targeted modeling mechanism
codex_0116,base,data_preprocessing,intermediate,True,True,True,0.44680851063829785,0.26582278481012656,0.3333333333333333,0.2909090909090909,0.46808510638297873,0.3525145067698259,76,False,0,,byte-level tokenization useful handling arbitrary languages
codex_0116,lora,data_preprocessing,intermediate,True,True,True,0.9,0.9113924050632911,0.9056603773584907,0.8909090909090909,0.0625,0.9067484991423671,122,True,0,,byte-level tokenization becomes useful handle arbitrary
codex_0463,base,architectures,intro,True,True,True,0.3548387096774194,0.2716049382716049,0.30769230769230765,0.36363636363636365,0.532258064516129,0.3456857658470561,91,False,0,,vision transformer patch embeddings project image
codex_0463,lora,architectures,intro,True,True,True,0.9358974358974359,0.9012345679012346,0.9182389937106918,0.8727272727272727,0.0641025641025641,0.9095098297928486,134,True,0,,vision transformer patch embeddings uses targeted
codex_0123,base,data_preprocessing,intermediate,True,True,True,0.40476190476190477,0.22972972972972974,0.2931034482758621,0.22,0.47619047619047616,0.3094334975369458,72,False,0,,data augmentation beneficial increasing coverage robustness
codex_0123,lora,data_preprocessing,intermediate,True,True,True,0.92,0.9324324324324325,0.9261744966442953,0.92,0.08,0.9237046979865772,121,True,0,,data augmentation useful increase coverage robustness
codex_0089,base,architectures,intro,False,True,False,0.5434782608695652,0.3333333333333333,0.4132231404958678,0.34,0.3695652173913043,0.42749910168882505,74,False,0,,encoder-decoder transformers combine encoding decoding processes
codex_0089,lora,architectures,intro,True,True,True,0.918918918918919,0.9066666666666666,0.912751677852349,0.9,0.08108108108108109,0.9104888445492472,129,True,0,,encoder-decoder transformers uses targeted modeling mechanism
codex_0113,base,systems_deployment,advanced,True,True,True,0.26666666666666666,0.15,0.19200000000000003,0.14035087719298245,0.6,0.21028771929824563,65,False,0,,throughput benchmarking evaluates service performance using
codex_0113,lora,systems_deployment,advanced,True,True,True,0.8266666666666667,0.775,0.8000000000000002,0.7368421052631579,0.13333333333333333,0.7942105263157896,127,True,0,,throughput benchmarking uses targeted modeling mechanism--tokens
codex_0308,base,safety_robustness,intro,True,True,True,0.39655172413793105,0.3194444444444444,0.3538461538461538,0.3404255319148936,0.3793103448275862,0.39051752356227776,85,False,0,,factual consistency checks balance capability reliability
codex_0308,lora,safety_robustness,intro,True,True,True,0.8918918918918919,0.9166666666666666,0.9041095890410958,0.9361702127659575,0.0945945945945946,0.9123191174269577,121,True,0,,factual consistency checks uses targeted modeling
codex_0005,base,evaluation_metrics,intro,True,True,True,0.41509433962264153,0.2682926829268293,0.32592592592592595,0.21153846153846154,0.5660377358490566,0.31353451056281245,84,False,0,,expected calibration error ece used evaluate
codex_0005,lora,evaluation_metrics,intro,True,True,True,0.8928571428571429,0.9146341463414634,0.9036144578313253,0.9038461538461539,0.07142857142857142,0.9074159274460478,130,True,0,,expected calibration error uses targeted modeling
codex_0194,base,safety_robustness,intermediate,True,True,True,0.4634146341463415,0.25675675675675674,0.33043478260869563,0.23529411764705882,0.5121951219512195,0.3302551306842992,69,False,0,,long input robustness crucial evaluating performance
codex_0194,lora,safety_robustness,intermediate,True,True,True,0.9078947368421053,0.9324324324324325,0.92,0.9215686274509803,0.07894736842105263,0.9205500515995872,130,True,0,,robustness long inputs useful expose truncation
codex_0441,base,alignment_preference_learning,intermediate,True,True,True,0.4146341463414634,0.2328767123287671,0.2982456140350877,0.23529411764705882,0.4634146341463415,0.3182587027108661,67,False,0,,constitutional help scale preference data creation
codex_0441,lora,alignment_preference_learning,intermediate,True,True,True,0.9166666666666666,0.9041095890410958,0.9103448275862068,0.8823529411764706,0.08333333333333333,0.9042951318458416,126,True,0,,constitutional useful scale preference data creation
codex_0374,base,alignment_preference_learning,advanced,True,True,True,0.25,0.1323529411764706,0.1730769230769231,0.16666666666666666,0.6944444444444444,0.19134615384615386,69,False,0,,self-critique loops involve evaluating drafts making
codex_0374,lora,alignment_preference_learning,advanced,True,True,True,0.9253731343283582,0.9117647058823529,0.9185185185185185,0.8958333333333334,0.07462686567164178,0.9138754145936983,123,True,0,,self-critique loops connects concrete technical mechanism
codex_0458,base,evaluation_metrics,intermediate,True,True,True,0.30357142857142855,0.23943661971830985,0.2677165354330709,0.21568627450980393,0.625,0.27080148988729347,101,False,0,,pass technique used estimating functional correctness
codex_0458,lora,evaluation_metrics,intermediate,True,True,True,0.9444444444444444,0.9577464788732394,0.951048951048951,0.9411764705882353,0.027777777777777776,0.9517568216097627,120,True,0,,pass useful estimate functional correctness stochastic
codex_0086,base,data_preprocessing,intermediate,True,True,True,0.5416666666666666,0.3466666666666667,0.4227642276422764,0.32727272727272727,0.3541666666666667,0.43235171840354764,78,False,0,,subword vocabulary training crucial balancing sequence
codex_0086,lora,data_preprocessing,intermediate,True,True,True,0.9342105263157895,0.9466666666666667,0.9403973509933775,0.9454545454545454,0.05263157894736842,0.9427073101175576,124,True,0,,subword vocabulary training useful balance compact
codex_0500,base,evaluation_metrics,intro,False,True,False,0.25,0.17333333333333334,0.2047244094488189,0.23529411764705882,0.6153846153846154,0.2393504827733637,80,False,0,,latency percentiles provide insights typical tail
codex_0500,lora,evaluation_metrics,intro,True,True,True,0.8846153846153846,0.92,0.9019607843137256,0.9019607843137255,0.10256410256410256,0.9012820512820513,121,True,0,,latency percentiles uses targeted modeling mechanism
codex_0066,base,theory_generalization,intermediate,True,True,True,0.15789473684210525,0.125,0.13953488372093023,0.1568627450980392,0.8070175438596491,0.15188398492812058,90,False,0,,out-of-distribution ood generalization crucial measuring robustness
codex_0066,lora,theory_generalization,intermediate,True,True,True,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9019607843137255,0.06944444444444445,0.9150735294117647,123,True,0,,out-of-distribution generalization useful measure robustness beyond
codex_0094,base,evaluation_metrics,intermediate,True,True,True,0.4146341463414634,0.20238095238095238,0.27199999999999996,0.25862068965517243,0.34146341463414637,0.32663566021867113,66,False,0,,pairwise win rate measures relative preference
codex_0094,lora,evaluation_metrics,intermediate,True,True,True,0.7848101265822784,0.7380952380952381,0.7607361963190185,0.6551724137931034,0.17721518987341772,0.7436525427586742,126,True,0,,pairwise win rate uses targeted modeling
codex_0470,base,theory_generalization,intermediate,True,True,True,0.2898550724637681,0.2777777777777778,0.28368794326241137,0.2037037037037037,0.5942028985507246,0.28200825710076405,103,False,0,,sharpness-aware minimization aims find flatter minima
codex_0470,lora,theory_generalization,intermediate,True,True,True,0.8285714285714286,0.8055555555555556,0.8169014084507044,0.7777777777777778,0.15714285714285714,0.8110138609434385,114,True,0,,sharpness-aware minimization uses targeted modeling mechanism
codex_0401,base,safety_robustness,intermediate,True,True,True,0.3673469387755102,0.2222222222222222,0.2769230769230769,0.2631578947368421,0.5102040816326531,0.3054127075931587,83,False,0,,distribution shift valuable assessing learned generalizable
codex_0401,lora,safety_robustness,intermediate,True,True,True,0.925,0.9135802469135802,0.9192546583850932,0.8771929824561403,0.0625,0.911476040645091,132,True,0,,distribution shift useful measure whether learned
codex_0429,base,safety_robustness,intermediate,True,True,True,0.07692307692307693,0.056338028169014086,0.06504065040650407,0.061224489795918366,0.9230769230769231,0.06586897423134355,85,False,0,,approach handling ambiguity responses leveraging inability
codex_0429,lora,safety_robustness,intermediate,True,True,True,0.9436619718309859,0.9436619718309859,0.9436619718309859,0.9183673469387755,0.056338028169014086,0.9373383156079331,120,True,0,,uncertainty-aware refusal useful avoid overclaiming ambiguous
codex_0190,base,systems_deployment,advanced,True,True,True,0.4782608695652174,0.3013698630136986,0.36974789915966383,0.22448979591836735,0.4782608695652174,0.3562320580406075,76,False,0,,low-rank updates integrated base weights during
codex_0190,lora,systems_deployment,advanced,True,True,True,0.9166666666666666,0.9041095890410958,0.9103448275862068,0.8979591836734694,0.06944444444444445,0.9102800258034247,123,True,0,,lora adapter merging connects concrete technical
codex_0182,base,safety_robustness,advanced,True,True,True,0.2641509433962264,0.18666666666666668,0.21874999999999997,0.2,0.6415094339622641,0.23502358490566033,85,False,0,,semantic consistency verification crucial evaluating factual
